HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References	scientific_name	ncbi_id
2422	Animalia	Chordata	Mammalia	Primates	Galagidae	Sciurocheirus	alleni	Allen's squirrel galago	243	274	133	NA	1.3	1	365	24	NA	273	NA	NA		unknown	small	low	NA	NA	NA	NA	NA	434,436,455,467,542,978	Sciurocheirus alleni	NA
2423	Animalia	Chordata	Mammalia	Primates	Hominidae	Gorilla	gorilla	Gorilla	2829	4015	256	834	1	0.3	1397	2061.4	12595	139842	8e-04	60.1	1151	captivity	large	acceptable	NA	NA	NA	NA	308.65	59,341,342,434,436,455,467,610,671,679,680,681,715,731,1026,1091,1106,1126,1142,1151,1231,1258	Gorilla gorilla	9593
2424	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	sapiens	Human	4745	5110	280	639	1	0.3	639	3312.5	11750	62035	5e-04	122.5	29	captivity	huge	high	2e-04	8	82.78	70000	310.15	2,13,14,29,30,31,36,58,59,65,75,76,110,111,121,125,134,189,217,253,254,255,256,325,331,405,434,436,455,465,467,607,715,731,742,798,841,899,975,976,981,1078,1103,1122,1123,1136,1150,1242,1274	Homo sapiens	9606
2425	Animalia	Chordata	Mammalia	Primates	Hominidae	Pan	paniscus	Pygmy chimpanzee or bonobo	3194	NA	232	635	1	0.2	1825	1331	8500	39925	NA	55	671	captivity	tiny	acceptable	NA	NA	NA	NA	NA	108,256,323,324,434,436,455,463,467,569,590,671,681,1136,1231,1263	Pan paniscus	9597
2426	Animalia	Chordata	Mammalia	Primates	Hominidae	Pan	troglodytes	Chimpanzee	3376	2920	229	1111	1	0.2	840	1821	8500	44983.5	7e-04	59.4	671	captivity	large	acceptable	0.04	8	NA	NA	308.85	8,59,72,73,234,235,236,237,238,239,256,323,434,436,455,463,467,505,535,574,590,607,610,671,676,679,680,681,731,736,752,753,834,837,842,844,846,853,854,862,866,871,877,899,976,1057,1078,1089,1091,1099,1116,1122,1123,1125,1131,1143,1150,1172,1173,1174,1213,1231,1232,1233,1236,1261,1280	Pan troglodytes	9598
2427	Animalia	Chordata	Mammalia	Primates	Hominidae	Pongo	pygmaeus	Orangutan	2555	2555	249	1003	1	0.2	1414	1736.5	11000	64475	9e-04	59	671	captivity	large	acceptable	NA	NA	NA	NA	NA	59,75,108,164,214,215,434,436,455,467,610,671,679,680,681,731,737,757,1116,1136,1142,1231	Pongo pygmaeus	9600
2428	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Hoolock	hoolock	Hoolock gibbon	2556	NA	NA	709	1	0.3	1080	NA	NA	6875	NA	41	671	captivity	small	acceptable	NA	NA	NA	NA	NA	455,467,671,679	Hoolock hoolock	61851
2429	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	agilis	Agile gibbon	NA	NA	NA	724	1	0.3	1138	NA	NA	5925	NA	49	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	434,436,467,671	Hylobates agilis	9579
2430	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	klossii	Kloss's gibbon	NA	NA	213	335	1	0.4	NA	NA	NA	5900	NA	37	671	captivity	tiny	acceptable	NA	NA	NA	NA	NA	671,679,978	Hylobates klossii	9587
2431	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	lar	White-handed gibbon	2555	1825	217	600	1	0.5	1095	307.2	1070	6810	0.002	56	John Gramieri, pers. comm.	captivity	large	high	NA	NA	NA	NA	NA	434,436,448,455,467,610,679,680,681,731	Hylobates lar	9580
2432	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	moloch	Silvery gibbon	NA	NA	243	724	1	0.4	730	NA	NA	6207.5	NA	45	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	434,436,455,467,671,978	Hylobates moloch	81572
2433	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	muelleri	Borneo gibbon	NA	NA	207	NA	1	NA	1080	NA	NA	5765	NA	60	1079	captivity	medium	acceptable	NA	NA	NA	NA	NA	434,436,467,978,1079	Hylobates muelleri	9588
2434	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	pileatus	Pileated gibbon	NA	NA	228	NA	1	NA	NA	NA	NA	5735	NA	38	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	434,436,467,671	Hylobates pileatus	9589
2435	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	concolor	Crested gibbon	3080	NA	207	724	1	NA	821	NA	NA	6852.5	NA	46.1	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434,436,455,467,671,978	Nomascus concolor	29089
2436	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	leucogenys	White-cheeked gibbon	NA	NA	NA	NA	NA	NA	NA	497	NA	6000	NA	44.1	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434,671,978,1142	Nomascus leucogenys	61853
2437	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Symphalangus	syndactylus	Siamang	2190	2190	231	642	1	0.4	607	517	NA	10900	NA	43	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434,436,455,467,542,610,671,679,680,681,1142	Symphalangus syndactylus	9590
2438	Animalia	Chordata	Mammalia	Primates	Indriidae	Propithecus	diadema	Diademed sifaka	1186	913	157	277	1	0.5	745	145	NA	5550	NA	21	540	wild	small	questionable	NA	NA	NA	NA	NA	434,436,455,467,497,540,681,973,978	Propithecus diadema	83281
2439	Animalia	Chordata	Mammalia	Primates	Indriidae	Propithecus	tattersalli	Golden-crowned sifaka	1642	NA	NA	155	NA	NA	NA	98	NA	3545	NA	20	671	captivity	small	questionable	NA	NA	NA	NA	NA	671,681	Propithecus tattersalli	30601
2440	Animalia	Chordata	Mammalia	Primates	Indriidae	Propithecus	verreauxi	Verreaux's sifaka	912	912	148	150	1	1	537	72.25	NA	5000	NA	31	1091	wild	medium	acceptable	NA	NA	3.738	3350	309.15	36,420,434,436,455,467,540,610,671,679,680,681,817,1084,1091,1125,1143	Propithecus verreauxi	34825
2441	Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur	coronatus	Crowned lemur	608	NA	126	NA	1.24	1	NA	70	NA	1645	NA	27	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	434,455,610,671,681,1301	Eulemur coronatus	13514
2442	Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur	fulvus	Brown lemur	509	633	118	NA	1.1	2	548	73	NA	2485	NA	35.5	671	captivity	medium	acceptable	NA	NA	4.239	2374.1	309.65	36,59,420,434,455,467,610,671,679,680,681,817,978,1142,1301	Eulemur fulvus	13515
2443	Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur	macaco	Black lemur	540	266	120	NA	1.4	1	365	70.1	NA	2467	NA	37.5	Thomas Brockmann, pers. comm.	captivity	medium	acceptable	NA	NA	NA	NA	NA	434,455,610,679,681,978	Eulemur macaco	30602
2444	Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur	mongoz	Mongoose lemur	650	1065	120	NA	1	1	NA	62	NA	1555	NA	36.2	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	434,455,467,610,671,679,681,1301	Eulemur mongoz	34828
2445	Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur	rubriventer	Red-bellied lemur	646	1350	120	NA	1	NA	NA	76.5	NA	2191.5	NA	31.7	1301	captivity	medium	acceptable	NA	NA	NA	NA	NA	434,455,610,671,681,1301	Eulemur rubriventer	34829
2446	Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur	aureus	Golden bamboo lemur	NA	NA	142	135	1	1	365	NA	NA	1455	NA	NA		unknown	small	low	NA	NA	NA	NA	NA	467,671,681,978	Hapalemur aureus	122222
2447	Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur	griseus	Bamboo lemur	880	1346	145	NA	1.1	1.1	335	50.4	NA	1012.5	NA	23.3	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434,436,455,467,610,671,679,680,681,817,978,1301	Hapalemur griseus	13557
2448	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur	catta	Ring-tailed lemur	595	912	135	152	1.1	0.9	365	70.6	NA	2555	NA	37.3	671	captivity	large	high	NA	NA	NA	NA	NA	108,434,436,455,467,671,679,680,681,1136,1142,1143,1301	Lemur catta	9447
2449	Animalia	Chordata	Mammalia	Primates	Lemuridae	Prolemur	simus	Greater bamboo lemur	NA	NA	142	NA	1	1	NA	NA	NA	1737.5	NA	17.6	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434,436,467,542,671,978	Prolemur simus	1328070
2450	Animalia	Chordata	Mammalia	Primates	Lemuridae	Varecia	rubra	Red ruffed lemur	609	650	98	NA	2.2	NA	NA	109.73	NA	3601.3	NA	37.5	1301	captivity	small	acceptable	NA	NA	NA	NA	NA	978,1301	Varecia rubra	554167
2451	Animalia	Chordata	Mammalia	Primates	Lemuridae	Varecia	variegata	Ruffed lemur	605	649	98	NA	1.9	1	365	107.17	NA	3482.3	NA	39.4	1301	captivity	large	high	NA	NA	NA	NA	NA	434,455,467,540,679,680,681,978,1142,1301	Varecia variegata	9455
2452	Animalia	Chordata	Mammalia	Primates	Lepilemuridae	Lepilemur	mustelinus	Weasel sportive lemur	592	546	135	85	1	1	NA	27	NA	700	NA	NA		unknown	small	low	NA	NA	NA	NA	NA	434,455,467,542,610,679,681	Lepilemur mustelinus	9453
2453	Animalia	Chordata	Mammalia	Primates	Lepilemuridae	Lepilemur	ruficaudatus	Red-tailed sportive lemur	595	NA	136	122	1	NA	NA	NA	NA	779	NA	NA		unknown	small	low	NA	NA	NA	NA	NA	671,681,978	Lepilemur ruficaudatus	78866
2454	Animalia	Chordata	Mammalia	Primates	Lorisidae	Arctocebus	calabarensis	Calabar angwantibo	279	270	133	115	1	1.5	137	26.1	160	257.5	0.0061	13	671	captivity	small	acceptable	NA	NA	0.731	206	309.15	36,420,434,455,463,467,610,671,679,680,681,731	Arctocebus calabarensis	261739
2455	Animalia	Chordata	Mammalia	Primates	Lorisidae	Loris	tardigradus	Slender loris	380	365	166	150	1.3	1.5	288	11	139	238.2	NA	21.6	1301	captivity	small	acceptable	NA	NA	0.714	284	308.65	36,420,434,436,455,463,467,542,671,679,681,1301	Loris tardigradus	9468
2456	Animalia	Chordata	Mammalia	Primates	Lorisidae	Nycticebus	coucang	Slow loris	578	NA	188	177	1	1	492	48.2	520	890.5	NA	25.8	671	captivity	medium	acceptable	NA	NA	1.504	1128.6	308.55	36,420,434,455,467,574,610,671,679,681,1301	Nycticebus coucang	9470
2457	Animalia	Chordata	Mammalia	Primates	Lorisidae	Nycticebus	pygmaeus	Pygmy slow loris	273	NA	188	133	2	NA	448	23	NA	419	NA	19.3	1301	captivity	medium	acceptable	NA	NA	NA	NA	NA	467,671,681,1301	Nycticebus pygmaeus	101278
2458	Animalia	Chordata	Mammalia	Primates	Lorisidae	Perodicticus	potto	Potto	547	547	170	NA	1	1	354	38.3	NA	919.9	0.0125	32.4	1301	captivity	small	acceptable	NA	NA	1.942	968.6	309.25	36,41,164,420,434,436,455,467,610,671,679,680,681,731,978,1301	Perodicticus potto	9472
2459	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Cacajao	calvus	Red uakari	1204	NA	182	639	1	0.5	776	NA	NA	3165	NA	35.8	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434,455,467,610,671,679,681	Cacajao calvus	30596
2460	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Cacajao	melanocephalus	Black uakari	NA	NA	NA	639	1	NA	NA	NA	NA	2935	NA	NA		unknown	small	low	NA	NA	NA	NA	NA	455,467,671	Cacajao melanocephalus	70825
2461	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Chiropotes	albinasus	White-nosed bearded saki	1460	NA	160	NA	1	NA	NA	NA	NA	2910	NA	20	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434,455,467,542,610,671	Chiropotes albinasus	198627
2462	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Chiropotes	satanas	Brown-bearded saki	1460	NA	160	NA	1	NA	NA	NA	NA	2942.5	NA	19.6	671	captivity	tiny	acceptable	NA	NA	NA	NA	NA	434,455,467,542,610,671,679	Chiropotes satanas	9525
2463	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Pithecia	aequatorialis	Equatorial saki	NA	NA	NA	NA	NA	NA	NA	NA	NA	1200	NA	NA		unknown	small	low	NA	NA	NA	NA	NA	434,436,467	Pithecia aequatorialis	NA
2464	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Pithecia	irrorata	Gray monk saki	NA	NA	NA	NA	NA	NA	NA	NA	NA	1200	NA	NA		unknown	tiny	low	NA	NA	NA	NA	NA	434,671	Pithecia irrorata	30598
2465	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Pithecia	monachus	Monk saki	NA	NA	NA	NA	1	NA	NA	120.67	NA	1780	NA	25	671	captivity	tiny	acceptable	NA	NA	NA	NA	NA	434,436,467,542,610,671,681	Pithecia monachus	595220
2466	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Pithecia	pithecia	Guianan saki	775	1460	158	122	1	1	319	NA	NA	1480	NA	36	671	captivity	large	high	NA	NA	NA	NA	NA	434,436,455,467,610,671,679,681	Pithecia pithecia	43777
2467	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Plecturocebus	cupreus	Coppery titi	NA	NA	132	206	1	0.9	395	74	NA	1120	NA	26.4	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	671,681,978	Plecturocebus cupreus	202457
2468	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Plecturocebus	donacophilus	Bolivian titi	NA	NA	NA	NA	1	NA	NA	NA	NA	795	NA	25	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	671,730,978	Plecturocebus donacophilus	230833
2469	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Plecturocebus	moloch	Dusky titi	912	NA	163	244	1	1	365	86	NA	804	NA	26.2	671	captivity	tiny	acceptable	NA	NA	NA	NA	NA	434,455,467,671,1142	Plecturocebus moloch	9523
2470	Animalia	Chordata	Mammalia	Primates	Tarsiidae	Carlito	syrichta	Philippine tarsier	NA	NA	179	83	1	NA	NA	25.9	NA	119.2	NA	16	671	captivity	tiny	acceptable	NA	NA	0.43	113	306.95	36,420,434,436,455,463,467,610,671,679,681	Carlito syrichta	1868482
2471	Animalia	Chordata	Mammalia	Primates	Tarsiidae	Cephalopachus	bancanus	Western tarsier	920	NA	178	80	1	1.5	270	24.6	NA	122.5	NA	16.3	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434,436,455,467,610,671,681	Cephalopachus bancanus	9477
2472	Animalia	Chordata	Mammalia	Primates	Tarsiidae	Tarsius	tarsier	Spectral tarsier	425	425	157	69	1	2.4	153	24.3	NA	144.8	NA	NA		unknown	small	low	NA	NA	0.831	173	309.15	36,420,434,436,455,463,467,610,671,679,680,681	Tarsius tarsier	662464
2473	Animalia	Chordata	Mammalia	Proboscidea	Elephantidae	Elephas	maximus	Asiatic elephant	3287	3287	644	548	1	0.2	1141	107000	NA	3178000	NA	65.5	671	captivity	large	acceptable	NA	NA	2336.5	3672000	308.95	2,36,434,436,455,536,568,610,671,680,1006,1097,1136,1143,1192,1193,1194,1222,1238	Elephas maximus	9783
2474	Animalia	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	africana	African bush elephant	4018	3650	670	1071	1	0.2	1707	105000	6e+05	4800000	3e-04	65	671	captivity	large	acceptable	0.002	8	NA	NA	309.35	2,434,455,536,610,671,676,677,680,731,1025,1080,1081,1097,1136,1143,1222,1240	Loxodonta africana	9785
2475	Animalia	Chordata	Mammalia	Rodentia	Abrocomidae	Abrocoma	bennettii	Bennett's chinchilla rat	NA	NA	NA	NA	3	2	NA	NA	NA	265.5	NA	2.3	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434,455,671	Abrocoma bennettii	108855
2476	Animalia	Chordata	Mammalia	Rodentia	Aplodontiidae	Aplodontia	rufa	Mountain beaver	730	730	29	56	2.75	1	365	25.5	393	1125	0.0288	NA		unknown	small	low	NA	NA	1.892	706.8	311.15	36,420,434,441,455,573,731,1136	Aplodontia rufa	51342
2477	Animalia	Chordata	Mammalia	Rodentia	Bathyergidae	Cryptomys	anselli	Ansell's mole-rat	365	365	NA	NA	NA	NA	NA	NA	NA	90	0.006	20.6	Philip Dammann and Hynek Burda, pers. comm.	captivity	medium	acceptable	NA	2	NA	NA	NA	533,696,702,941	Cryptomys anselli	10173
2478	Animalia	Chordata	Mammalia	Rodentia	Bathyergidae	Cryptomys	damarensis	Damaraland mole-rat	511	NA	93	83	2.5	1	NA	9	NA	180	NA	15.5	Bruce Goldman, pers. comm.	captivity	medium	acceptable	NA	NA	0.418	131.3	308.35	36,420,434,924,966	Cryptomys damarensis	10173
2479	Animalia	Chordata	Mammalia	Rodentia	Bathyergidae	Cryptomys	hottentotus	African mole rat	450	NA	81	46	2.86	1.5	132	8.63	26.1	132.5	NA	11	671	captivity	small	questionable	NA	NA	0.35	78.9	307.55	36,420,434,455,671,817	Cryptomys hottentotus	10175
2480	Animalia	Chordata	Mammalia	Rodentia	Bathyergidae	Cryptomys	mechowi	Giant mole-rat	NA	NA	112	65	2.6	NA	112	19.6	NA	250	0.006	16	957	captivity	medium	questionable	NA	NA	NA	NA	307.15	530,531,957,978,1032	Cryptomys mechowi	10173
2481	Animalia	Chordata	Mammalia	Rodentia	Bathyergidae	Georychus	capensis	Cape mole-rat	304	304	44	17	5	2	NA	8.4	36	181	NA	11.2	671	captivity	tiny	questionable	NA	NA	0.637	193	309.55	36,420,434,455,671	Georychus capensis	10177
2482	Animalia	Chordata	Mammalia	Rodentia	Bathyergidae	Heliophobius	argenteocinereus	Silvery mole-rat	NA	NA	88	NA	2	1.2	NA	7	NA	160	NA	NA		unknown	small	low	NA	NA	0.43	88.5	308.25	36,434,455,1032	Heliophobius argenteocinereus	10179
2483	Animalia	Chordata	Mammalia	Rodentia	Bathyergidae	Heterocephalus	glaber	Naked mole-rat	228	NA	70	36	7	3.5	81	2	11	35	0.0046	31	Rochelle Buffenstein, pers. comm.	captivity	large	high	NA	NA	0.128	35.3	305.25	5,36,50,184,420,434,455,481,603,689,715,731,754,755,756,776,783,786,867,894,913,925,926,947,966,978,981,1114,1136,1144,1176,1177,1178,1179,1180,1181,1182,1217,1220,1247,1248,1250,1277,1281,1282	Heterocephalus glaber	10181
2484	Animalia	Chordata	Mammalia	Rodentia	Calomyscidae	Calomyscus	bailwardi	Mouse-like hamster	NA	NA	NA	NA	3.3	1	NA	NA	NA	20.4	NA	9.4	671	captivity	small	acceptable	NA	NA	NA	NA	NA	455,610,671	Calomyscus bailwardi	107264
2485	Animalia	Chordata	Mammalia	Rodentia	Calomyscidae	Calomyscus	mystax	Afghan mouse-like hamster	NA	NA	NA	NA	5	2	NA	NA	NA	20.4	NA	NA		unknown	small	low	NA	NA	NA	NA	NA	455,610,671,978	Calomyscus mystax	109677
2486	Animalia	Chordata	Mammalia	Rodentia	Capromyidae	Capromys	pilorides	Desmarest's hutia	304	304	125	100	2	NA	NA	240	NA	4683.3	0.008	13.8	671	captivity	small	acceptable	NA	NA	3.375	2630	308.85	36,420,434,455,610,671,680,731	Capromys pilorides	34842
2487	Animalia	Chordata	Mammalia	Rodentia	Capromyidae	Geocapromys	brownii	Brown's hutia	365	NA	123	NA	2	2	168	NA	NA	1500	NA	13.5	671	captivity	small	acceptable	NA	NA	4.11	2456	309.15	36,420,434,455,610,671	Geocapromys brownii	1543402
2488	Animalia	Chordata	Mammalia	Rodentia	Capromyidae	Geocapromys	ingrahami	Bahamian hutia	730	730	117	53	1	NA	325	80	250	660	0.0124	NA		unknown	small	low	NA	NA	1.483	775	309.15	36,420,434,455,610,671,731	Geocapromys ingrahami	1543403
2489	Animalia	Chordata	Mammalia	Rodentia	Capromyidae	Plagiodontia	aedium	Hispaniolan hutia	NA	NA	119	NA	1	NA	NA	105.85	NA	1267	0.0092	15.9	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434,455,610,671,731	Plagiodontia aedium	1163663
2490	Animalia	Chordata	Mammalia	Rodentia	Castoridae	Castor	canadensis	American beaver	639	639	128	60	3.5	1	365	430	NA	20250	NA	23.4	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434,441,455,511,671,776,777,1136	Castor canadensis	51338
2491	Animalia	Chordata	Mammalia	Rodentia	Castoridae	Castor	fiber	Eurasian beaver	639	639	105	76	3	1	365	530	4200	25000	0.0104	NA		unknown	small	low	NA	NA	NA	NA	NA	434,455,542,671,731	Castor fiber	10185
2492	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	aperea	Brazilian guinea pig	74	77	63	17	2.5	5	NA	59.66	171.1	341	NA	6	671	captivity	large	high	NA	NA	NA	NA	NA	434,455,610,671,978	Cavia aperea	37548
2493	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	porcellus	Guinea pig	66	76	68	18	3.8	5	96	85	228	728	0.0106	12	J. Veronica Kiklevich, pers. comm.	captivity	large	high	NA	NA	2.13	639.1	312.15	36,272,380,381,420,434,455,610,731,776,966,978,1104	Cavia porcellus	10141
2494	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	tschudii	Montane guinea pig	62	NA	64	NA	1.9	5	NA	NA	NA	637.5	NA	6.3	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434,610,671,680,978	Cavia tschudii	143287
2495	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Dolichotis	patagonum	Patagonian mara	158	183	85	65	2	3.5	100	561.94	NA	12500	NA	14.4	671	captivity	large	high	NA	NA	NA	NA	NA	434,455,610,671	Dolichotis patagonum	29091
2496	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Galea	musteloides	Common yellow-toothed cavy	66	60	54	39	2.63	7	53	37.99	136.8	337.9	0.0181	3.5	671	captivity	small	acceptable	NA	NA	1.473	322	310.45	36,420,434,455,610,671,680,731	Galea musteloides	10146
2497	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Galea	spixii	Spix's yellow-toothed cavy	70	112	53	42	2.5	6.5	53	40	NA	450	NA	4.6	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434,455,671,978	Galea spixii	181537
2498	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Hydrochoerus	hydrochaeris	Capybara	456	456	150	103	4.8	1.25	245	1500	8299	55000	NA	15.1	671	captivity	large	high	NA	NA	36.754	26385	310.25	36,420,434,455,610,671,680,747,776,817	Hydrochoerus hydrochaeris	10149
2499	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Kerodon	rupestris	Rock cavy	151	NA	75	35	1.5	5	86	76	NA	950	NA	12.9	671	captivity	medium	acceptable	NA	NA	2.011	801	311.35	36,434,455,671,978,1032	Kerodon rupestris	181539
2500	Animalia	Chordata	Mammalia	Rodentia	Chinchillidae	Chinchilla	lanigera	Long-tailed chinchilla	240	240	111	54	2	2	NA	35	NA	642.5	NA	17.2	671	captivity	large	acceptable	NA	NA	1.31	436.7	307.85	36,290,291,292,434,455,610,671,680,776,1032,1104	Chinchilla lanigera	34839
2501	Animalia	Chordata	Mammalia	Rodentia	Chinchillidae	Lagidium	peruanum	Peruvian mountain viscacha	365	365	140	59	1	2	NA	180	NA	1250	NA	NA		unknown	tiny	low	NA	NA	NA	NA	NA	434,455,610,671,680	Lagidium peruanum	236481
2502	Animalia	Chordata	Mammalia	Rodentia	Chinchillidae	Lagidium	viscacia	Mountain viscacha	NA	NA	134	NA	1.5	NA	NA	260	NA	1540	NA	19.5	671	captivity	small	acceptable	NA	NA	NA	NA	NA	455,610,671,730	Lagidium viscacia	84623
2503	Animalia	Chordata	Mammalia	Rodentia	Chinchillidae	Lagostomus	maximus	Plains viscacha	258	456	154	54	2	1.8	NA	200	652.2	6000	NA	10.8	671	captivity	medium	acceptable	NA	NA	10.623	6794	309.95	36,420,434,455,610,671,680	Lagostomus maximus	10154
2504	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Alticola	argentatus	Silver mountain vole	NA	NA	NA	NA	3.6	2.5	NA	NA	NA	37.7	NA	NA		unknown	small	low	NA	NA	0.675	37.7	NA	36,434,610,671	Alticola argentatus	400184
2505	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Alticola	semicanus	Mongolian silver vole	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.8	671	captivity	small	acceptable	NA	NA	NA	NA	NA	671	Alticola semicanus	347518
2506	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Alticola	strelzowi	Flat-headed vole	NA	NA	20	17	7.7	2.2	NA	3	15	50	NA	NA		unknown	small	low	NA	NA	NA	NA	NA	434,455,610,671	Alticola strelzowi	400186
2507	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Arvicola	amphibius	European water vole	51	45	21	14	5.1	3.2	32	5	42	120	0.0573	2.5	671	captivity	tiny	acceptable	NA	NA	0.613	94.7	310.65	36,420,434,455,610,671,731	Arvicola amphibius	1047088
2508	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Baiomys	taylori	Northern pygmy mouse	44	75	20	21	3	10	24	1.2	3.6	8	0.0425	3.3	637	captivity	small	acceptable	NA	NA	0.095	7.2	309.15	36,420,434,441,455,538,610,637,680,731	Baiomys taylori	56219
2509	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Cricetulus	barabensis	Striped dwarf hamster	NA	NA	NA	20	5.3	NA	NA	2	14	NA	NA	5.3	671	captivity	small	acceptable	NA	NA	NA	NA	310.05	455,671,816,1012	Cricetulus barabensis	329629
2510	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Cricetus	cricetus	Black-bellied hamster	43	56	20	23	7	2	131	7	105	506.7	NA	3.6	671	captivity	small	acceptable	NA	NA	1.251	365.3	312.65	36,272,420,434,455,542,671,680	Cricetus cricetus	10034
2511	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Dicrostonyx	groenlandicus	Collared lemming	40	85	20	16	3.4	8.5	26	4.35	23	66	0.0402	3.3	434	unknown	medium	acceptable	NA	NA	0.459	56.8	311.55	36,420,434,455,610,680,731	Dicrostonyx groenlandicus	85953
2512	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Dicrostonyx	richardsoni	Richardson's collared lemming	91	NA	21	19	3.5	NA	NA	4	NA	55	NA	NA		unknown	small	low	NA	NA	NA	NA	NA	538	Dicrostonyx richardsoni	92537
2513	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Dicrostonyx	torquatus	Arctic lemming	91	NA	18	19	4.07	2	23	2.97	25.5	85	NA	NA		unknown	small	low	NA	NA	NA	NA	NA	455,542	Dicrostonyx torquatus	85952
